pl_name,hostname,gaia_dr3_id,ra,dec,fuvmag,e_fuvmag,nuvmag,e_nuvmag,umag,e_umag,gmag,e_gmag,rmag,e_rmag,imag,e_imag,zmag,e_zmag,vmag,e_vmag,bmag,e_bmag,gprimemag,e_gprimemag,rprimemag,e_rprimemag,iprimemag,e_iprimemag,gaiaGmag,e_gaiaGmag,gaiaBPmag,e_gaiaBPmag,gaiaRPmag,e_gaiaRPmag,gmag,e_gmag,rmag,e_rmag,imag,e_imag,zmag,e_zmag,ymag,e_ymag,Jmag,e_Jmag,Hmag,e_Hmag,Kmag,e_Kmag,w1mag,e_w1mag,w2mag,e_w2mag,w3mag,e_w3mag,w4mag,e_w4mag
TOI-4638.01,TOI-4638,2775311010868306048,12.8206627,12.7879858,,,,,14.4447,0.00791104,15.1939,0.0116207,14.6637,0.0115353,15.0995,0.0133359,13.3852,0.0134239,11.379,0.018,12.089,0.034,11.713,0.054,11.181,0.008,11.014,0.017,11.2081691316,0.0176884545823178,11.56523046434,0.0247694491231937,10.6863664849,0.018691423288688,11.7012996673584,0.195234000682831,11.3022003173828,0.162198007106781,10.815899848938,0.136574000120163,11.5359001159668,0.0026380000635981,11.6300001144409,0.071604996919632,10.103,0.022,9.771,0.022,9.696,0.018,9.65,0.022,9.699,0.02,9.719,0.05,8.531,
TOI-3980 b,TOI-3980,426758571995216768,12.8419374,59.5758606,,,,,,,,,,,,,,,12.558,0.024,13.556,0.105,13.069,0.103,12.317,0.029,12.101,0.04,12.36417297142,0.0122787009051178,12.76546300643,0.0210514567821702,11.7972957018,0.0156410467217188,12.8030004501343,,12.3690004348755,,12.1820001602173,,12.0900001525879,,12.0408000946045,0.006252999883145,11.133,0.018,10.818,0.02,10.741,0.023,10.663,0.023,10.714,0.021,10.295,0.097,8.513,
K2-219 b,K2-219,2581741400387500544,12.8452963,8.8675474,,,17.748,0.039,14.7686,0.00570087,12.6856,0.00104456,11.9375,0.00103294,11.7894,0.000893405,13.2774,0.00743797,12.075,0.011,12.77,0.04,12.379,0.04,11.893,0.013,11.768,0.052,11.90129396524,0.017490047993835,12.26202799965,0.0246197020407075,11.3774649292,0.0236927884209112,,,14.5142002105713,0.0011869999580085,,,,,,,10.849,0.024,10.509,0.022,10.424,0.021,10.364,0.023,10.414,0.021,10.337,0.08,8.989,
K2-219 c,K2-219,2581741400387500544,12.8452963,8.8675474,,,17.748,0.039,14.7686,0.00570087,12.6856,0.00104456,11.9375,0.00103294,11.7894,0.000893405,13.2774,0.00743797,12.075,0.011,12.77,0.04,12.379,0.04,11.893,0.013,11.768,0.052,11.90129396524,0.017490047993835,12.26202799965,0.0246197020407075,11.3774649292,0.0236927884209112,,,14.5142002105713,0.0011869999580085,,,,,,,10.849,0.024,10.509,0.022,10.424,0.021,10.364,0.023,10.414,0.021,10.337,0.08,8.989,
K2-219 d,K2-219,2581741400387500544,12.8452963,8.8675474,,,17.748,0.039,14.7686,0.00570087,12.6856,0.00104456,11.9375,0.00103294,11.7894,0.000893405,13.2774,0.00743797,12.075,0.011,12.77,0.04,12.379,0.04,11.893,0.013,11.768,0.052,11.90129396524,0.017490047993835,12.26202799965,0.0246197020407075,11.3774649292,0.0236927884209112,,,14.5142002105713,0.0011869999580085,,,,,,,10.849,0.024,10.509,0.022,10.424,0.021,10.364,0.023,10.414,0.021,10.337,0.08,8.989,
TOI-5301 b,TOI-5301,2776823148594090752,12.9908008,13.0783712,,,,,15.134,0.0119925,12.0649,0.000731007,11.6264,0.000543346,11.5312,0.00111856,11.997,0.00353599,11.691,0.017,12.248,0.031,11.945,0.056,11.567,0.006,11.441,0.017,11.5651268839,0.0197033123618096,11.8425476798,0.0254341544441812,11.12499732585,0.0214536259637666,,,,,,,,,,,10.616,0.023,10.405,0.021,10.336,0.02,10.288,0.023,10.298,0.021,10.349,0.094,8.522,
HAT-P-28 b,HAT-P-28,363702817083391232,13.0009159,34.728402,,,19.4336,0.0797,15.1459,0.00443671,14.2734,0.00372151,13.1281,0.00308333,12.8267,0.0027988,12.8394,0.00386741,13.081,0.036,13.825,0.084,13.401,0.083,12.834,0.037,12.598,0.038,12.86038047185,0.0155107623700015,13.27440211554,0.0219538534709136,12.2629346331,0.0268063882572771,13.3661003112793,0.0010000000474974,13.0290002822876,,12.7620000839233,,12.6090002059937,,12.5050001144409,0.0032089999876916,11.561,0.02,11.206,0.023,11.104,0.018,11.058,0.023,11.078,0.021,10.842,0.089,9.39,
EPIC 220674823 c,EPIC 220674823,2582617711154563968,13.0800239,10.7947051,,,18.3878,0.0328,14.7932,0.00577553,12.6287,0.00102958,12.0262,0.000951095,11.8122,0.00100926,12.9569,0.0066982,12.317,0.263,12.917,0.014,12.475,0.03,12.001,0.137,11.736,0.06,11.9437526837,0.0176110636545794,12.33155779149,0.0225184420300647,11.39351354281,0.0200205001575662,,,,,,,,,,,10.77,0.023,10.454,0.026,10.344,0.021,10.299,0.023,10.355,0.021,10.38,0.091,8.423,
EPIC 220674823 b,EPIC 220674823,2582617711154563968,13.0800239,10.7947051,,,18.3878,0.0328,14.7932,0.00577553,12.6287,0.00102958,12.0262,0.000951095,11.8122,0.00100926,12.9569,0.0066982,12.317,0.263,12.917,0.014,12.475,0.03,12.001,0.137,11.736,0.06,11.9437526837,0.0176110636545794,12.33155779149,0.0225184420300647,11.39351354281,0.0200205001575662,,,,,,,,,,,10.77,0.023,10.454,0.026,10.344,0.021,10.299,0.023,10.355,0.021,10.38,0.091,8.423,
K2-213 b,K2-213,2551651031310145024,13.1403998,3.5077702,,,17.7524,0.0391,15.1926,0.00892727,12.4921,0.000822168,12.0785,0.000911423,11.9452,0.000877853,13.5378,0.008309,12.187,0.022,12.873,0.027,12.475,0.008,12.009,0.008,11.862,0.064,12.03102203351,0.0159953801208005,12.36067671529,0.0277594762047977,11.54135800164,0.0211643093417063,,,16.8962001800537,0.0053229997865855,14.8169002532959,0.485152006149292,15.1585998535156,0.0027020000852644,,,11.034,0.026,10.729,0.022,10.656,0.021,10.622,0.023,10.681,0.02,10.764,0.139,8.545,
K2-283 b,K2-283,2581916673708201216,13.1943679,9.6929181,,,22.3871,0.4072,17.0887,0.0106863,15.2113,0.00488972,14.1868,0.00407873,13.051,0.00309314,13.7562,0.00513329,14.445,0.026,15.516,0.047,14.97,0.066,14.093,0.034,13.759,0.063,14.1199557887,0.0143321253934309,14.66621896629,0.030860228676709,13.42576660541,0.029157832147019,14.8351001739502,0.0024870000779628,14.0867004394531,0.0042559998109936,13.8201999664307,0.0032760000322014,13.6779003143311,0.0011909999884665,13.5950002670288,0.005107999779284,12.579,0.024,12.114,0.022,11.983,0.023,11.936,0.022,12.018,0.024,12.507,0.538,8.785,
K2-282 b,K2-282,2580848395082660992,13.4321524,7.9952914,,,20.9829,0.2324,16.5176,0.00965498,16.0253,0.00976583,13.8864,0.00176418,13.7799,0.00415488,14.1107,0.00795285,14.013,0.024,14.845,0.02,14.396,0.024,13.752,0.033,13.456,0.127,13.807285052398,0.0130630025331885,14.251475984356,0.0311335088697569,13.19954173654,0.025254109768105,14.3523998260498,0.0039980001747608,13.7763004302979,0.0011709999525919,13.5712995529175,0.0030580000020563,13.4804000854492,0.0021450000349432,13.4279003143311,0.0022340000141412,12.437,0.024,12.084,0.022,12.002,0.021,11.959,0.025,12.032,0.023,12.161,0.363,8.806,
EPIC 220554210 c,K2-282,2580848395082660992,13.4321524,7.9952914,,,20.9829,0.2324,16.5176,0.00965498,16.0253,0.00976583,13.8864,0.00176418,13.7799,0.00415488,14.1107,0.00795285,14.013,0.024,14.845,0.02,14.396,0.024,13.752,0.033,13.456,0.127,13.807285052398,0.0130630025331885,14.251475984356,0.0311335088697569,13.19954173654,0.025254109768105,14.3523998260498,0.0039980001747608,13.7763004302979,0.0011709999525919,13.5712995529175,0.0030580000020563,13.4804000854492,0.0021450000349432,13.4279003143311,0.0022340000141412,12.437,0.024,12.084,0.022,12.002,0.021,11.959,0.025,12.032,0.023,12.161,0.363,8.806,
TOI-1472 b,TOI-1472,402396521052843264,14.1142611,48.6375168,,,,,,,,,,,,,,,11.363,0.029,12.511,0.139,11.945,0.11,11.064,0.067,10.789,0.036,11.113618294,0.0188206046460333,11.5714648783,0.0276010243184092,10.49880004828,0.0236922327370597,,,11.9721002578735,,16.0104999542236,0.0088989995419979,10.5116996765137,0.0010000000474974,10.7849998474121,0.0010000000474974,9.794,0.021,9.384,0.023,9.277,0.021,9.224,0.023,9.302,0.021,9.226,0.03,8.839,0.338
TOI-1472 c,TOI-1472,402396521052843264,14.1142611,48.6375168,,,,,,,,,,,,,,,11.363,0.029,12.511,0.139,11.945,0.11,11.064,0.067,10.789,0.036,11.113618294,0.0188206046460333,11.5714648783,0.0276010243184092,10.49880004828,0.0236922327370597,,,11.9721002578735,,16.0104999542236,0.0088989995419979,10.5116996765137,0.0010000000474974,10.7849998474121,0.0010000000474974,9.794,0.021,9.384,0.023,9.277,0.021,9.224,0.023,9.302,0.021,9.226,0.03,8.839,0.338
K2-148 b,K2-148,2536443724641751808,14.5176494,-0.193258,,,22.293,0.4701,,,,,,,,,,,,,,,,,,,,,13.04933023877,0.0207583385879255,13.85492837738,0.0451280293981222,12.17020181057,0.0342774789184936,14.2298002243042,0.0017450000159442,12.7110004425049,,12.4090003967285,,12.2670001983643,,12.1663999557495,0.0057129999622702,11.082,0.024,10.457,0.027,10.292,0.025,10.214,0.024,10.257,0.022,10.163,0.08,8.435,
K2-148 d,K2-148,2536443724641751808,14.5176494,-0.193258,,,22.293,0.4701,,,,,,,,,,,,,,,,,,,,,13.04933023877,0.0207583385879255,13.85492837738,0.0451280293981222,12.17020181057,0.0342774789184936,14.2298002243042,0.0017450000159442,12.7110004425049,,12.4090003967285,,12.2670001983643,,12.1663999557495,0.0057129999622702,11.082,0.024,10.457,0.027,10.292,0.025,10.214,0.024,10.257,0.022,10.163,0.08,8.435,
K2-148 c,K2-148,2536443724641751808,14.5176494,-0.193258,,,22.293,0.4701,,,,,,,,,,,,,,,,,,,,,13.04933023877,0.0207583385879255,13.85492837738,0.0451280293981222,12.17020181057,0.0342774789184936,14.2298002243042,0.0017450000159442,12.7110004425049,,12.4090003967285,,12.2670001983643,,12.1663999557495,0.0057129999622702,11.082,0.024,10.457,0.027,10.292,0.025,10.214,0.024,10.257,0.022,10.163,0.08,8.435,
K2-209 b,K2-209,2537467988442521600,14.6903464,1.382807,,,18.9548,0.079,15.1943,0.00748755,11.9464,0.000646841,10.764,0.00046942,10.4604,0.000480616,10.9967,0.00221806,11.02,0.09,12.097,0.038,11.552,0.029,10.603,0.067,10.36,0.07,10.7453882641,0.014790429340852,11.29657263179,0.0272774936109777,10.0469617173,0.0216082599418641,,,,,,,,,,,9.263,0.024,8.774,0.038,8.613,0.023,8.555,0.022,8.612,0.021,8.553,0.027,8.172,0.279
TOI-2420 b,TOI-2420,2356241774669130880,14.8268138,-19.7711643,,,16.9817,0.0264,,,,,,,,,,,11.433,0.034,12.136,0.029,11.752,0.008,11.253,0.017,11.092,0.008,11.2869801417,0.0178441669730428,11.6337403438,0.0237128186789692,10.7700041093,0.0202527896270985,11.7049999237061,0.0,,,,,,,13.3731002807617,0.0023300000466406,10.182,0.023,9.843,0.025,9.8,0.025,9.727,0.023,9.766,0.019,9.708,0.044,8.808,
K2-214 b,K2-214,2551946391916754176,14.8759777,4.2277722,,,17.1219,0.032,14.5997,0.00602341,12.1781,0.000953833,11.3536,0.000750146,11.2429,0.000825875,13.4246,0.0170979,11.732,0.183,12.365,0.042,12.017,0.049,11.521,0.163,11.424,0.131,11.59325028372,0.0207278936235357,11.91911108166,0.0290640296886226,11.10376829507,0.0243867507390913,,,,,,,,,,,10.576,0.023,10.217,0.021,10.223,0.023,10.163,0.024,10.216,0.02,10.168,0.069,8.51,
HATS-68 b,HATS-68,4904279261014267648,15.006077,-58.9047242,,,17.0576,0.0204,,,,,,,,,,,12.277,0.016,12.812,0.022,12.493,0.015,12.173,0.042,12.084,0.041,12.15508596351,0.0163531761948617,12.43361873752,0.0295221372585788,11.71846726934,0.0210064499048062,,,,,,,,,,,11.25,0.026,10.985,0.024,10.949,0.019,10.912,0.022,10.943,0.021,11.003,0.1,9.004,
K2-205 b,K2-205,2536584771367726336,15.2175909,0.425966,,,17.1162,0.0302,15.9135,0.0149906,12.8164,0.00103368,12.2925,0.000638475,12.1508,0.00161567,14.7678,0.0291883,12.383,0.029,12.99,0.026,12.634,0.006,12.222,0.032,12.092,0.02,12.24128762185,0.016860832548611,12.54889775042,0.0233931680070753,11.7706832664,0.0198926034033889,12.6300001144409,,12.2720003128052,,12.1560001373291,,12.1280002593994,,12.086799621582,0.0054950001649558,11.235,0.026,10.933,0.022,10.879,0.021,10.862,0.022,10.908,0.021,10.821,0.119,8.54,
TOI-261.01,TOI-261,2345033662373296768,15.2181412,-24.4239934,20.966,0.24,14.2514,0.0058,,,,,,,,,,,9.665,0.0,10.12,0.034,10.106,0.324,9.453,0.0,9.481,0.0,9.431100436,0.0121312764767888,9.707843361,0.0145411851263992,8.9856364886,0.013718300391582,,,,,,,,,,,8.507,0.029,8.272,0.049,8.182,0.053,8.159,0.024,8.197,0.02,8.178,0.021,8.042,0.203
HATS-71 b,HATS-71,4710594412266148352,15.5518893,-61.7561333,,,,,,,,,,,,,,,,,,,17.105,0.042,15.81,0.009,14.575,0.031,15.326510089933,0.0224005887152906,16.7197479938346,0.0632912222153976,14.16778725959,0.0335131581194762,,,,,,,,,,,12.605,0.026,11.972,0.032,11.727,0.025,11.561,0.022,11.475,0.021,10.751,0.083,8.54,
HD 6061 b,HD 6061,369669965470499456,15.5981441,37.1854394,20.0905,0.1702,14.5427,0.0083,,,,,,,,,,,,,,,,,,,,,8.709351278,0.01464214690072,9.0004178,0.0266704105448135,8.247783287,0.0197082685428103,,,,,,,,,,,7.711,0.03,7.458,0.036,7.392,0.018,7.33,0.034,7.384,0.02,7.387,0.017,7.359,0.1
TOI-3693 b,TOI-3693,404433018447476096,15.6543938,51.3038918,,,,,,,,,,,,,,,12.114,0.05,12.939,0.063,12.487,0.038,11.881,0.057,11.637,0.038,11.95473877706,0.0225232274397773,12.386314797,0.0382077763656981,11.35717260838,0.0331986072356094,,,,,13.2515001296997,0.0010000000474974,,,13.9962997436523,0.0017839999636635,10.657,0.022,10.246,0.023,10.151,0.02,10.132,0.023,10.178,0.02,10.141,0.049,8.938,
TOI-6651 b,TOI-6651,363314964357100800,15.7885904,35.3890405,,,15.7627,0.0175,,,,,,,,,,,10.207,0.05,10.844,0.012,10.567,0.053,10.064,0.02,,,10.0450829126,0.0158292312326052,10.3701624038,0.0190019445794983,9.5578131228,0.0169931544187798,,,,,,,,,,,9.022,0.029,8.736,0.031,8.684,0.016,8.648,0.023,8.691,0.019,8.65,0.024,8.658,0.288
TOI-2046 b,TOI-2046,538759464958942208,16.1849423,74.3313055,,,,,,,,,,,,,,,11.506,0.067,12.067,0.114,11.786,0.045,11.394,0.049,11.277,0.038,11.4081268017,0.0164821886045068,11.71832973646,0.025305254996913,10.9331821994,0.0227683035587142,,,,,,,,,,,10.415,0.024,10.125,0.031,10.094,0.023,10.08,0.023,10.096,0.02,10.003,0.048,8.88,
K2-281 b,K2-281,2577432178095422976,16.2274724,7.2692169,,,,,18.0823,0.0141977,15.6772,0.00305489,14.6918,0.00294872,14.3611,0.00267398,14.1941,0.00385175,15.11,0.052,16.218,0.05,15.691,0.101,14.648,0.027,14.335,0.118,14.752766205274,0.0177620866256037,15.341571095392,0.0439464164763038,14.026814918001,0.0298518309034082,15.538800239563,0.0017069999594241,14.7062997817993,0.0024600001052022,14.3938999176025,0.0017699999734759,14.2732000350952,0.0033770001027733,14.1738996505737,0.0013780000153929,13.195,0.024,12.626,0.024,12.523,0.029,12.459,0.022,12.551,0.026,12.125,,8.761,
K2-222 b,K2-222,2584093844170270720,16.4625203,11.7537171,20.8938,0.1799,14.0869,0.0052,,,,,,,,,,,9.516,0.0,10.093,0.072,10.203,0.259,9.374,0.0,9.243,0.0,9.365927535,0.0145475916357994,9.6470162088,0.0186375354579409,8.916022564,0.0194605982327113,10.0687999725342,0.0881099998950958,10.0866003036499,0.0713939964771271,9.92963981628418,0.0,9.48799991607666,0.161841005086899,10.9518995285034,0.0010000000474974,8.423,0.023,8.169,0.034,8.105,0.017,8.052,0.023,8.096,0.02,8.069,0.022,7.92,0.183
TOI-1468 c,TOI-1468,2785466581298775680,16.6538724,19.2249195,,,,,,,,,,,,,,,13.124,0.0,14.63,0.014,,,12.637,0.0,,,12.1047206597,0.0256493807584489,13.52941198677,0.0505866324669658,10.9333188713,0.0351308884551408,13.9127998352051,0.0060979998670518,12.733699798584,0.0010000000474974,11.4127998352051,0.0694769993424416,11.016900062561,0.0427180007100105,10.5942001342773,0.139084994792938,9.343,0.021,8.782,0.021,8.497,0.017,8.335,0.023,8.199,0.02,8.096,0.02,8.047,0.189
TOI-1468 b,TOI-1468,2785466581298775680,16.6538724,19.2249195,,,,,,,,,,,,,,,13.124,0.0,14.63,0.014,,,12.637,0.0,,,12.1047206597,0.0256493807584489,13.52941198677,0.0505866324669658,10.9333188713,0.0351308884551408,13.9127998352051,0.0060979998670518,12.733699798584,0.0010000000474974,11.4127998352051,0.0694769993424416,11.016900062561,0.0427180007100105,10.5942001342773,0.139084994792938,9.343,0.021,8.782,0.021,8.497,0.017,8.335,0.023,8.199,0.02,8.096,0.02,8.047,0.189
K2-221 b,K2-221,2582898606311167872,16.6550286,10.1897385,,,18.689,0.0641,15.1094,0.00668084,13.1805,0.00145403,15.7092,0.014467,12.1782,0.000711938,13.3062,0.00849792,12.634,0.109,13.327,0.028,12.906,0.023,12.445,0.21,11.994,0.342,12.4018318832,0.0154730261401568,12.78694493372,0.0248770766039942,11.8535281899,0.0194098877764976,12.6680002212524,,12.2810001373291,,12.1630001068115,,12.1330003738403,,12.140700340271,0.0010920000495389,11.229,0.023,10.884,0.023,10.852,0.023,10.773,0.022,10.811,0.02,10.817,0.121,8.744,
EPIC 220492298 b,EPIC 220492298,2576563907506735232,16.7615005,6.588798,,,20.4269,0.1349,16.314,0.00725983,14.8641,0.00541396,13.8038,0.00284268,13.719,0.00391377,13.6928,0.00598909,13.936,0.055,14.819,0.04,14.364,0.04,13.66,0.045,13.538,0.06,13.76384307042,0.0134789287988069,14.16318283861,0.0279589297272801,13.206320144629,0.0223635909398577,14.243200302124,0.0021359999664127,13.7252998352051,0.0010000000474974,13.5676002502441,0.0005890000029467,13.5250997543335,0.004244000185281,13.4905996322632,0.0031069999095052,12.61,0.026,12.26,0.022,12.168,0.026,12.13,0.023,12.201,0.024,12.001,0.383,8.927,
TOI-169 b,TOI-169,4684513614202233728,16.7786879,-75.1989452,,,18.1638,0.046,,,,,,,,,,,12.369,0.01,13.057,0.016,12.649,0.006,12.205,0.008,12.042,0.018,12.23203437684,0.0154919158283897,12.57234044987,0.0292366475566774,11.72738320093,0.0211281845930139,,,,,,,,,,,11.181,0.024,10.896,0.022,10.815,0.024,10.796,0.023,10.842,0.02,10.75,0.077,9.109,
K2-204 b,K2-204,2533185974768028032,17.3825067,-0.5177539,,,18.1358,0.0474,,,,,,,,,,,13.01,0.022,13.643,0.018,13.312,0.058,12.841,0.027,12.82,0.159,12.87776361007,0.0170277646989093,13.199791648,0.0234535869850669,12.39369237396,0.0263618981341149,13.4630002975464,,13.0600004196167,,12.8800001144409,,12.7880001068115,,12.7321996688843,0.0005699999746866,11.839,0.021,11.569,0.026,11.478,0.021,11.468,0.023,11.507,0.022,11.279,0.173,8.683,
WASP-187 b,WASP-187,306410392895767680,17.47474,25.6816494,21.6233,0.2011,15.2825,0.0061,,,,,,,,,,,10.295,0.053,10.883,0.022,10.636,0.071,10.169,0.063,11.542,0.927,10.1380053789,0.0140763656955401,10.4494832194,0.0152730365825815,9.6572395364,0.016125821627115,,,,,,,,,,,9.117,0.024,8.906,0.027,8.79,0.02,8.771,0.023,8.791,0.02,8.733,0.025,9.071,0.446
K2-210 b,K2-210,2538051863476537984,17.6412694,1.5784137,,,18.2581,0.0368,15.2959,0.0087497,12.4766,0.00104838,11.6015,0.000684666,11.4084,0.00121588,11.9271,0.00314287,11.604,0.161,12.522,0.051,12.123,0.072,11.385,0.152,11.241,0.123,11.57847431,0.0157551960257812,11.97819341254,0.0243857455093823,11.0159612421,0.0194974768276029,12.4944000244141,0.0,11.4147996902466,0.0010000000474974,11.3245000839233,0.0310019999742508,11.3510999679565,0.136271998286247,12.0026998519897,0.0852890014648438,10.354,0.023,9.995,0.032,9.915,0.019,9.877,0.024,9.929,0.02,9.998,0.066,8.599,0.438
TOI-4406 b,TOI-4406,4910452812646300544,18.0485164,-56.9253875,,,15.9401,0.012,,,,,,,,,,,11.074,0.026,11.618,0.023,11.288,0.027,10.947,0.015,10.858,0.005,10.9552123279,0.013747471560744,11.2380431415,0.0230032020218516,10.5112373895,0.0164825503415766,,,,,,,,,,,10.034,0.024,9.769,0.025,9.73,0.023,9.693,0.023,9.721,0.02,9.681,0.039,8.565,
K2-386 b,K2-386,2576755978444329216,18.2999964,7.0130302,,,18.8028,0.0679,15.4321,0.00802703,13.6726,0.00273367,13.0388,0.00162448,12.9295,0.000970231,13.5007,0.0094138,13.141,0.053,13.849,0.057,13.471,0.064,12.942,0.05,12.83,0.052,12.9819060071,0.014102237183028,13.33227409441,0.0240042792400852,12.4694125587,0.0195939836457538,13.4060001373291,,13.0310001373291,,12.8730001449585,,12.7950000762939,,12.7609996795654,0.0025800000876188,11.864,0.022,11.607,0.025,11.525,0.024,11.49,0.023,11.521,0.022,11.627,0.272,8.51,
K2-150 b,K2-150,2579495171146737280,18.3443908,8.9874328,,,,,19.4436,0.0356856,16.7246,0.00410155,15.3046,0.00384235,14.1089,0.00390572,13.4681,0.00372045,15.829,0.0,17.353,0.0,16.615,0.047,15.293,0.039,14.058,0.078,14.79330822249,0.0224849139501447,16.137666398748,0.0672641870696117,13.65230561879,0.0360286457154956,16.4860000610352,0.0022640000097453,15.3212995529175,0.009715000167489,14.1131000518799,0.0029770000837743,13.5669002532959,0.0013150000013411,13.326000213623,0.0016509999986738,12.107,0.02,11.487,0.022,11.249,0.023,11.117,0.023,11.024,0.02,10.814,0.097,9.221,
K2-212 b,K2-212,2538824923230146560,18.4241015,3.0970732,,,,,16.7814,0.0120986,16.7233,0.0255904,15.8655,0.0149058,11.8544,0.000995585,14.1993,0.0182574,13.1,0.009,14.401,0.014,13.776,0.018,12.556,0.027,12.049,0.055,12.53702615321,0.0161784399754091,13.30711217296,0.026339572739093,11.68452019905,0.0223903309185932,13.6780996322632,0.0129890004172921,12.5593996047974,0.0010000000474974,13.0309000015259,0.0010000000474974,12.7768001556396,0.0232490003108978,11.8137998580933,0.0003410000063013,10.629,0.022,10.015,0.031,9.856,0.023,9.789,0.024,9.843,0.02,9.74,0.054,8.525,
K2-215 b,K2-215,2564621115285038208,18.4700795,6.1238647,,,18.8336,0.0686,15.3699,0.00657631,13.5869,0.00187903,12.8828,0.00162126,12.7202,0.00188642,13.4133,0.00730745,12.986,0.014,13.721,0.017,13.331,0.017,12.79,0.01,12.569,0.067,12.81742286259,0.0171576135778673,13.17989993327,0.0251741157041816,12.29566956744,0.0220277147413347,13.3240003585815,,12.9060001373291,,12.7250003814697,,12.6300001144409,,12.6078996658325,0.0056520001962781,11.679,0.02,11.405,0.026,11.298,0.02,11.282,0.023,11.339,0.021,11.387,0.164,9.141,
WASP-186 b,WASP-186,2790691147020786816,18.9953122,21.6169065,21.1141,0.2567,15.1069,0.0091,,,,,,,,,,,10.743,0.035,11.245,0.017,10.954,0.025,10.632,0.029,10.543,0.025,10.653073672,0.0125570970158326,10.9050776171,0.018977460396814,10.2434967141,0.0208865332463967,,,12.7568998336792,0.0010000000474974,15.4732999801636,0.0028989999555051,12.5158996582031,0.172672003507614,,,9.781,0.022,9.613,0.022,9.532,0.018,9.525,0.022,9.562,0.02,9.5,0.034,8.686,
TOI-277 b,TOI-277,2353440974955205632,19.0766985,-20.9532772,,,22.6263,0.3551,,,,,,,,,,,13.632,0.021,15.104,0.046,14.391,0.03,13.006,0.006,12.135,0.033,12.77690296383,0.022179759352688,13.86539920771,0.0442731680586333,11.73777313737,0.0336246483929283,14.2465000152588,0.0043069999665021,14.0764999389648,0.0594200007617474,12.4675998687744,0.0835070013999939,12.7334003448486,0.148388996720314,11.5353002548218,0.0010000000474974,10.403,0.023,9.767,0.026,9.557,0.023,,,,,,,,
TOI-1467 b,TOI-1467,403141126645929728,19.1146441,49.2331382,,,,,,,,,,,,,,,12.293,0.017,13.785,0.008,13.068,0.008,11.7,0.019,10.962,0.038,11.56280188309,0.0189654338933485,12.51751054629,0.0274840348883696,10.5912165293,0.018670763462318,12.9285001754761,0.002375999931246,11.6496000289917,0.0411610007286072,11.1403999328613,0.0611050017178059,10.7339000701904,0.0481670014560223,11.2649002075195,0.104650996625423,9.38,0.018,8.791,0.017,8.568,0.019,8.431,0.022,8.352,0.02,8.278,0.021,7.924,0.156
K2-151 b,K2-151,2579620343673729408,19.3047733,9.5012663,,,,,17.5194,0.0128086,15.2151,0.00329831,14.5905,0.0110489,15.7528,0.0140777,12.4406,0.00456297,14.175,0.067,15.639,0.112,14.989,0.096,13.569,0.037,12.642,0.022,13.2944576675,0.0181587340243807,14.391730898,0.0382952913789069,12.25350499393,0.0286277563660068,14.7940998077393,0.0014720000326633,13.3640003204346,,12.7650003433228,,12.3570003509521,,12.0453996658325,0.0459670014679432,10.93,0.027,10.335,0.022,10.117,0.021,9.967,0.023,9.877,0.02,9.843,0.046,8.766,
K2-387 b,K2-387,2580505553613124992,19.4418282,11.3684915,,,,,19.8276,0.0406685,17.1483,0.00477748,15.6964,0.00449873,14.7663,0.00457571,14.4117,0.00466159,16.22,0.044,17.718,0.194,17.075,0.042,15.731,0.042,14.833,0.07,15.478119707486,0.023460332304922,16.5309214342916,0.0612889233860132,14.457725228125,0.0452039157055451,16.9195995330811,0.0084889996796846,15.6808004379272,0.0018090000376105,14.8725996017456,0.0061849998310208,14.4898996353149,0.0027199999894946,14.3102998733521,0.0006440000142902,13.15,0.027,12.437,0.023,12.286,0.024,12.183,0.023,12.175,0.024,12.189,0.354,9.087,
K2-113 b,K2-113,2564787622577189760,19.4493823,6.8688469,,,19.8188,0.0998,15.9897,0.00772984,14.3517,0.00405072,13.5701,0.00254867,13.4248,0.0017179,13.6006,0.0074449,13.675,0.027,14.44,0.04,14.01,0.028,13.457,0.017,13.243,0.118,13.49138969073,0.0149663976496303,13.87523219691,0.0296004505173831,12.94693588214,0.0255351692514959,14.0490999221802,0.0889540016651154,13.4849996566772,0.0019829999655485,13.3830003738403,,13.2650003433228,0.0050960001535713,13.2328996658325,0.0069769998081028,12.347,0.023,11.998,0.025,11.949,0.021,11.894,0.023,11.956,0.022,11.98,0.254,9.114,
TOI-4527.01,TOI-4527,2564324345929277184,19.4722574,5.4711996,,,18.0639,0.0402,16.3274,0.0125934,12.1654,0.000884778,12.1065,0.00284217,11.5662,0.0048251,10.2953,0.0018917,,,,,,,,,,,10.2038207641,0.0194886188033676,11.26026337644,0.027028223615738,9.1785355063,0.0200247965583921,14.1752004623413,0.0010000000474974,15.6175003051758,0.0015020000282675,,,,,,,7.839,0.021,7.24,0.049,7.02,0.018,,,,,,,,
